pathway,pathway_label,database,NES_Cancer_vs_Healthy,NES_Training_CR,padj_Cancer_vs_Healthy,padj_Training_CR,significance,set_size
GOBP_MYOFIBRIL_ASSEMBLY,Myofibril Assembly,GO:BP,0.564,1.689,0.9923,0.2145,NS,48
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,Activation Of Nf Kappab In B Cells,Reactome,-1.45,0.803,0.1106,0.9974,NS,34
GOBP_RNA_METHYLATION,RNA Methylation,GO:BP,-1.244,1.007,0.4199,1,NS,11
PID_ENDOTHELIN_PATHWAY,Pid Endothelin Pathway,PID,1.5,-0.751,0.1659,0.9596,NS,19
GOBP_PURINE_NUCLEOBASE_METABOLIC_PROCESS,Purine Nucleobase Metabolic Process,GO:BP,1.536,-0.713,0.152,1,NS,11
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING,Sema4d In Semaphorin Signaling,Reactome,1.51,0.739,0.1242,0.9974,NS,11
REACTOME_DEGRADATION_OF_CRY_AND_PER_PROTEINS,Degradation Of Cry And Per Proteins,Reactome,-1.54,0.708,0.08491,0.9974,NS,34
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,Switching Of Origins To A Post Replicative State,Reactome,-1.54,0.708,0.08491,0.9974,NS,34
GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,Negative Regulation Of Nervous System Development,GO:BP,1.214,1.033,0.4395,1,NS,12
GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT,Regulation Of Sodium Ion Transport,GO:BP,-1.339,-0.907,0.2938,1,NS,19
GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI,Retrograde Transport Endosome To Golgi,GO:BP,1.466,-0.779,0.173,1,NS,29
GOBP_STEM_CELL_PROLIFERATION,Stem Cell Proliferation,GO:BP,1.361,0.884,0.3056,1,NS,10
GOBP_GLUCAN_METABOLIC_PROCESS,Glucan Metabolic Process,GO:BP,-0.781,1.464,0.9246,0.5709,NS,32
WP_ENERGY_METABOLISM,Wp Energy Metabolism,WikiPathways,-1.614,-0.63,0.126,0.9941,NS,14
GOBP_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS,Cellular Response To Light Stimulus,GO:BP,-1.158,1.086,0.4725,0.9932,NS,20
BIOCARTA_NDKDYNAMIN_PATHWAY,Biocarta Ndkdynamin Pathway,BioCarta,1.657,-0.586,0.1764,0.9749,NS,11
HALLMARK_P53_PATHWAY,p53 Pathway,Hallmark,1.339,-0.904,0.2119,0.8222,NS,31
PID_AURORA_B_PATHWAY,Pid Aurora B Pathway,PID,0.87,-1.373,0.7944,0.8944,NS,13
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,Negative Regulation Of Notch4 Signaling,Reactome,-1.305,0.938,0.1996,0.9974,NS,35
GOBP_SYNAPTIC_VESICLE_RECYCLING,Synaptic Vesicle Recycling,GO:BP,1.44,0.802,0.1974,1,NS,27
GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS,Porphyrin Containing Compound Metabolic Process,GO:BP,1.434,0.808,0.2285,1,NS,14
GOBP_PROTEIN_DEACYLATION,Protein Deacylation,GO:BP,-1.053,1.189,0.6011,0.9333,NS,14
GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS,Fatty Acyl Coa Metabolic Process,GO:BP,-1.414,0.825,0.2485,1,NS,14
GOBP_RUFFLE_ASSEMBLY,Ruffle Assembly,GO:BP,1.268,-0.971,0.3935,1,NS,12
GOBP_ENSHEATHMENT_OF_NEURONS,Ensheathment Of Neurons,GO:BP,1.523,-0.715,0.1324,1,NS,31
GOBP_METABOLIC_COMPOUND_SALVAGE,Metabolic Compound Salvage,GO:BP,1.381,-0.857,0.2679,1,NS,16
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE,Regulation Of Telomere Maintenance Via Telomerase,GO:BP,1.457,0.78,0.2112,1,NS,14
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH,Regulation Of Multicellular Organism Growth,GO:BP,0.916,-1.321,0.7713,0.8281,NS,13
WP_ALLOGRAFT_REJECTION,Wp Allograft Rejection,WikiPathways,1.694,-0.543,0.06567,0.9941,NS,17
WP_NEPHROTIC_SYNDROME,Wp Nephrotic Syndrome,WikiPathways,1.677,0.557,0.07349,0.9941,NS,12
GOBP_GLUCOSE_CATABOLIC_PROCESS,Glucose Catabolic Process,GO:BP,-1.348,0.885,0.289,1,NS,18
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT,Regulation Of Actin Filament Based Movement,GO:BP,-1.33,0.903,0.3218,1,NS,13
HALLMARK_DNA_REPAIR,DNA Repair,Hallmark,1.092,-1.141,0.4934,0.4865,NS,35
GOBP_ADULT_BEHAVIOR,Adult Behavior,GO:BP,1.159,1.073,0.5013,1,NS,15
GOBP_ADULT_LOCOMOTORY_BEHAVIOR,Adult Locomotory Behavior,GO:BP,1.159,1.073,0.5013,1,NS,15
GOBP_RESPONSE_TO_INTERLEUKIN_7,Response To Interleukin 7,GO:BP,1.23,-1.001,0.4327,1,NS,11
GOBP_RESPONSE_TO_BMP,Response To Bmp,GO:BP,1.234,-0.996,0.429,1,NS,15
KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT,Reference Rab7 Regulated Microtubule Minus End Directed Transport,KEGG,1.264,-0.966,0.1962,0.6039,NS,25
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,Negative Regulation Of Calcium Ion Transport,GO:BP,-1.153,-1.076,0.492,1,NS,15
GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION,Regulation Of Erythrocyte Differentiation,GO:BP,-1.109,-1.12,0.541,0.9708,NS,12
PID_S1P_S1P2_PATHWAY,Pid S1p S1p2 Pathway,PID,1.481,-0.747,0.2009,0.9596,NS,12
GOBP_RESPONSE_TO_CADMIUM_ION,Response To Cadmium Ion,GO:BP,1.494,-0.734,0.1872,1,NS,11
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT,Monocarboxylic Acid Transport,GO:BP,-1.033,1.195,0.6254,0.9096,NS,31
GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,Microtubule Polymerization Or Depolymerization,GO:BP,-1.209,-1.018,0.386,1,NS,33
GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN,Cellular Response To Unfolded Protein,GO:BP,-1.122,1.104,0.5037,0.9877,NS,23
GOBP_LONG_CHAIN_FATTY_ACID_IMPORT_INTO_CELL,Long Chain Fatty Acid Import Into Cell,GO:BP,-0.876,1.35,0.7954,0.8145,NS,10
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,Asymmetric Localization Of Pcp Proteins,Reactome,-1.435,0.791,0.1238,0.9974,NS,31
REACTOME_DEGRADATION_OF_AXIN,Degradation Of Axin,Reactome,-1.435,0.791,0.1238,0.9974,NS,31
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,G1 S DNA Damage Checkpoints,Reactome,-1.435,0.791,0.1238,0.9974,NS,31
REACTOME_STABILIZATION_OF_P53,Stabilization Of P53,Reactome,-1.435,0.791,0.1238,0.9974,NS,31
REACTOME_MITOPHAGY,Mitophagy,Reactome,-1.218,1.008,0.323,0.9839,NS,19
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,Slc Mediated Transmembrane Transport,Reactome,1.217,1.009,0.3439,0.9819,NS,17
WP_MIRTARGETED_GENES_IN_MUSCLE_CELL,Wp Mirtargeted Genes In Muscle Cell,WikiPathways,1.316,0.91,0.2302,0.9679,NS,103
WP_RANKLRANK_SIGNALING,Wp Ranklrank Signaling,WikiPathways,-0.798,1.428,0.8797,0.4765,NS,13
GOBP_RESPONSE_TO_NUTRIENT,Response To Nutrient,GO:BP,1.141,-1.084,0.5005,0.9818,NS,37
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,Signaling By Robo Receptors,Reactome,-1.089,1.136,0.3778,0.7692,NS,127
GOBP_MUSCLE_HYPERTROPHY,Muscle Hypertrophy,GO:BP,0.731,1.493,0.9337,0.5596,NS,28
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS,Negative Regulation Of Proteolysis,GO:BP,1.247,0.976,0.3694,1,NS,37
GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS,Regulation Of Steroid Metabolic Process,GO:BP,0.854,-1.367,0.8208,0.7315,NS,23
REACTOME_TRNA_PROCESSING,Trna Processing,Reactome,-1.34,0.881,0.2411,0.9974,NS,13
WP_HDAC6_INTERACTIONS_IN_THE_CENTRAL_NERVOUS_SYSTEM,Wp Hdac6 Interactions In The Central Nervous System,WikiPathways,1.472,0.749,0.1311,0.9941,NS,49
GOBP_RESPONSE_TO_TYPE_II_INTERFERON,Response To Type Ii Interferon,GO:BP,1.574,0.646,0.09932,1,NS,27
GOBP_NEGATIVE_REGULATION_OF_GROWTH,Negative Regulation Of Growth,GO:BP,0.963,-1.257,0.7243,0.8299,NS,28
GOBP_EXTRACELLULAR_VESICLE_BIOGENESIS,Extracellular Vesicle Biogenesis,GO:BP,0.909,-1.31,0.7762,0.8281,NS,14
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT,Endosome To Lysosome Transport,GO:BP,-0.944,-1.275,0.7319,0.836,NS,17
GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,Positive Regulation Of Microtubule Polymerization Or Depolymerization,GO:BP,-1.207,1.011,0.441,1,NS,14
WP_NEURODEGENERATION_WITH_BRAIN_IRON_ACCUMULATION_NBIA_SUBTYPES_PATHWAY,Wp Neurodegeneration With Brain Iron Accumulation Nbia Subtypes Pathway,WikiPathways,0.941,1.277,0.7453,0.7087,NS,11
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,Regulation Of Inflammatory Response To Antigenic Stimulus,GO:BP,1.303,-0.914,0.3582,1,NS,10
GOBP_REGULATION_OF_NEURON_DIFFERENTIATION,Regulation Of Neuron Differentiation,GO:BP,1.221,-0.996,0.4359,1,NS,19
REACTOME_RHOJ_GTPASE_CYCLE,Rhoj Gtpase Cycle,Reactome,1.572,-0.645,0.09717,0.9974,NS,14
WP_UROTENSINIIMEDIATED_SIGNALING,Wp Urotensiniimediated Signaling,WikiPathways,0.882,1.335,0.8056,0.595,NS,21
REACTOME_SIGNALING_BY_FGFR,Signaling By Fgfr,Reactome,1.355,0.861,0.2263,0.9974,NS,16
REACTOME_SIGNALING_BY_FGFR2,Signaling By Fgfr2,Reactome,1.355,0.861,0.2263,0.9974,NS,16
GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY,Regulation Of Synaptic Plasticity,GO:BP,1.01,-1.204,0.6716,0.8756,NS,32
GOBP_RESPONSE_TO_CARBOHYDRATE,Response To Carbohydrate,GO:BP,0.991,-1.223,0.6915,0.8281,NS,47
GOBP_PURINE_CONTAINING_COMPOUND_SALVAGE,Purine Containing Compound Salvage,GO:BP,1.468,-0.745,0.2046,1,NS,11
GOBP_LEUKOCYTE_APOPTOTIC_PROCESS,Leukocyte Apoptotic Process,GO:BP,1.233,-0.979,0.4304,1,NS,11
GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production,GO:BP,1.507,-0.705,0.1594,1,NS,17
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,Positive Regulation Of Monoatomic Ion Transport,GO:BP,1.032,-1.18,0.6369,0.8912,NS,40
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,Membraneless Organelle Assembly,GO:BP,0.689,1.523,0.9892,0.2573,NS,127
GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS,Negative Regulation Of Mrna Metabolic Process,GO:BP,-0.95,1.26,0.746,0.836,NS,29
REACTOME_MTORC1_MEDIATED_SIGNALLING,mTORC1 Mediated Signalling,Reactome,1.047,-1.163,0.5647,0.8423,NS,13
GOBP_RESPONSE_TO_INTERLEUKIN_1,Response To Interleukin 1,GO:BP,1.551,-0.658,0.1345,1,NS,15
GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION,Protein RNA Complex Organization,GO:BP,-1.276,0.933,0.2426,1,NS,67
GOBP_REGULATION_OF_MYOBLAST_DIFFERENTIATION,Regulation Of Myoblast Differentiation,GO:BP,0.902,1.307,0.7802,0.836,NS,10
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS,Organic Acid Biosynthetic Process,GO:BP,0.714,-1.495,0.9684,0.2807,NS,82
GOBP_NEUTROPHIL_CHEMOTAXIS,Neutrophil Chemotaxis,GO:BP,1.731,-0.477,0.05115,1,NS,15
GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,Response To Tumor Necrosis Factor,GO:BP,1.203,1.005,0.4274,1,NS,41
WP_OPIOID_RECEPTOR_PATHWAYS,Wp Opioid Receptor Pathways,WikiPathways,1.271,-0.937,0.3858,0.9429,NS,11
GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS,Phosphatidylcholine Metabolic Process,GO:BP,-1.023,1.184,0.6527,0.948,NS,10
WP_THYROID_STIMULATING_HORMONE_TSH_SIGNALING,Wp Thyroid Stimulating Hormone Tsh Signaling,WikiPathways,1.497,0.71,0.1643,0.9941,NS,23
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS,Nuclear Transcribed Mrna Catabolic Process,GO:BP,-1.205,1.001,0.429,1,NS,19
GOBP_NEURON_MIGRATION,Neuron Migration,GO:BP,0.962,-1.244,0.7234,0.8414,NS,22
GOBP_NAD_METABOLIC_PROCESS,Nad Metabolic Process,GO:BP,-1.262,0.943,0.3757,1,NS,15
REACTOME_APOPTOTIC_EXECUTION_PHASE,Apoptotic Execution Phase,Reactome,1.249,0.956,0.3047,0.99,NS,21
WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING,Wp Neuroinflammation And Glutamatergic Signaling,WikiPathways,-0.974,1.229,0.6957,0.7087,NS,27
WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING,Wp Corticotropinreleasing Hormone Signaling,WikiPathways,1.185,1.017,0.4401,0.9352,NS,31
GOBP_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS,Regulation Of Protein Export From Nucleus,GO:BP,1.038,-1.162,0.6439,0.948,NS,11
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,Positive Regulation Of Adaptive Immune Response,GO:BP,1.637,0.562,0.0854,1,NS,18
GOBP_VASCULAR_TRANSPORT,Vascular Transport,GO:BP,1.308,-0.891,0.3457,1,NS,11
GOBP_MRNA_CATABOLIC_PROCESS,Mrna Catabolic Process,GO:BP,-1.206,0.993,0.3595,1,NS,51
GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT,In Utero Embryonic Development,GO:BP,-1.281,0.916,0.2761,1,NS,53
GOBP_TETRAPYRROLE_METABOLIC_PROCESS,Tetrapyrrole Metabolic Process,GO:BP,1.437,0.759,0.215,1,NS,17
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,Positive Regulation Of DNA Binding Transcription Factor Activity,GO:BP,1.384,0.812,0.2563,1,NS,23
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION,Negative Regulation Of Smooth Muscle Cell Proliferation,GO:BP,1.282,0.913,0.3695,1,NS,13
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION,Negative Regulation Of Cytokine Production,GO:BP,1.447,0.747,0.1698,1,NS,40
GOBP_NEURON_PROJECTION_EXTENSION,Neuron Projection Extension,GO:BP,1.237,-0.956,0.4136,1,NS,25
GOBP_MEIOTIC_CELL_CYCLE,Meiotic Cell Cycle,GO:BP,0.778,1.415,0.8773,0.7306,NS,16
GOBP_REGULATION_OF_HEART_CONTRACTION,Regulation Of Heart Contraction,GO:BP,-1.286,0.905,0.2679,1,NS,52
GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,Regulation Of Actin Filament Bundle Assembly,GO:BP,1.435,0.755,0.2032,1,NS,25
KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY,Reference Keap1 Nrf2 Signaling Pathway,KEGG,-0.731,-1.459,0.8138,0.2078,NS,10
GOBP_RAC_PROTEIN_SIGNAL_TRANSDUCTION,Rac Protein Signal Transduction,GO:BP,1.438,0.751,0.222,1,NS,12
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,Regulation Of Protein Localization To Cell Periphery,GO:BP,1.206,0.983,0.4163,1,NS,46
REACTOME_DNA_DAMAGE_BYPASS,DNA Damage Bypass,Reactome,-1.207,0.982,0.3523,0.9839,NS,13
GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,Regulation Of Response To Endoplasmic Reticulum Stress,GO:BP,-1.108,1.08,0.5173,0.9921,NS,29
GOBP_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION,Negative Regulation Of Lipid Localization,GO:BP,1.369,0.819,0.2894,1,NS,14
REACTOME_GLUCOSE_METABOLISM,Glucose Metabolism,Reactome,-1.156,1.032,0.3526,0.9658,NS,33
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,Processing Of DNA Double Strand Break Ends,Reactome,0.988,-1.199,0.6332,0.7866,NS,10
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL,Regulation Of Mitochondrial Membrane Potential,GO:BP,1.365,0.822,0.2679,1,NS,27
PID_CASPASE_PATHWAY,Pid Caspase Pathway,PID,1.143,1.043,0.5282,0.9596,NS,15
PID_LIS1_PATHWAY,Pid Lis1 Pathway,PID,0.935,-1.251,0.7822,0.9243,NS,16
WP_FATTY_ACID_BIOSYNTHESIS,Wp Fatty Acid Biosynthesis,WikiPathways,-0.917,-1.269,0.7729,0.7087,NS,18
WP_GLIOBLASTOMA_SIGNALING,Wp Glioblastoma Signaling,WikiPathways,-1.084,1.101,0.5646,0.8646,NS,15
WP_SUDDEN_INFANT_DEATH_SYNDROME_SIDS_SUSCEPTIBILITY_PATHWAYS,Wp Sudden Infant Death Syndrome Sids Susceptibility Pathways,WikiPathways,1.083,-1.102,0.5646,0.8206,NS,30
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Positive Regulation Of Protein Localization To Plasma Membrane,GO:BP,1.331,0.853,0.3166,1,NS,16
GOBP_POSITIVE_REGULATION_OF_D_GLUCOSE_TRANSMEMBRANE_TRANSPORT,Positive Regulation Of D Glucose Transmembrane Transport,GO:BP,1.051,1.133,0.6254,0.9726,NS,10
GOBP_LEUKOCYTE_HOMEOSTASIS,Leukocyte Homeostasis,GO:BP,0.971,-1.213,0.7165,0.9096,NS,14
GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY,Negative Regulation Of Catalytic Activity,GO:BP,1.303,0.88,0.2948,1,NS,50
GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY,Hormone Mediated Signaling Pathway,GO:BP,0.908,-1.275,0.7851,0.8131,NS,34
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING,Creb1 Phosphorylation Through Nmda Receptor Mediated Activation Of Ras Signaling,Reactome,-0.969,1.214,0.6364,0.7866,NS,11
GOBP_STRESS_FIBER_ASSEMBLY,Stress Fiber Assembly,GO:BP,1.555,0.626,0.1091,1,NS,29
HALLMARK_TNFA_SIGNALING_VIA_NFKB,TNFa Signaling Via Nfkb,Hallmark,1.012,1.169,0.6224,0.4865,NS,17
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,Oxidative Stress Induced Senescence,Reactome,-1.4,0.78,0.1888,0.9974,NS,15
WP_BEMPEDOIC_ACID_THERAPY_IN_ATHEROSCLEROSIS_AND_METABOLIC_SYNDROME,Wp Bempedoic Acid Therapy In Atherosclerosis And Metabolic Syndrome,WikiPathways,-1.242,0.938,0.3924,0.9429,NS,12
GOBP_ORGAN_GROWTH,Organ Growth,GO:BP,1.139,-1.04,0.5037,1,NS,27
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,Positive Regulation Of Chromosome Organization,GO:BP,1.105,1.074,0.5577,1,NS,21
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY,Regulation Of Runx3 Expression And Activity,Reactome,-1.442,0.737,0.1212,0.9974,NS,32
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,Intra Golgi And Retrograde Golgi To Er Traffic,Reactome,1.321,0.858,0.1897,0.9974,NS,57
WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAPTAZ_VIA_HIPPO_AND_NONHIPPO_MECHANISMS,Wp Mechanoregulation And Pathology Of Yaptaz Via Hippo And Nonhippo Mechanisms,WikiPathways,1.543,0.636,0.1541,0.9941,NS,10
GOBP_REGULATION_OF_AXON_EXTENSION,Regulation Of Axon Extension,GO:BP,1.118,-1.06,0.547,1,NS,15
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,Apc C Cdh1 Mediated Degradation Of Cdc20 And Other Apc C Cdh1 Targeted Proteins In Late Mitosis Early G1,Reactome,-1.522,0.656,0.0899,0.9974,NS,32
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6,Cdk Mediated Phosphorylation And Removal Of Cdc6,Reactome,-1.522,0.656,0.0899,0.9974,NS,32
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,Transcriptional Activity Of Smad2 Smad3 Smad4 Heterotrimer,Reactome,-0.765,1.413,0.8822,0.5832,NS,11
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,Apc C Mediated Degradation Of Cell Cycle Proteins,Reactome,-1.475,0.702,0.1036,0.9974,NS,35
GOBP_PIGMENT_BIOSYNTHETIC_PROCESS,Pigment Biosynthetic Process,GO:BP,1.368,-0.808,0.2871,1,NS,12
GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,Mitotic Cell Cycle Phase Transition,GO:BP,-1.217,0.959,0.3506,1,NS,53
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES,Sig Pip3 Signaling In Cardiac Myoctes,Other,1.115,1.061,0.4825,0.5778,NS,15
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT,Peripheral Nervous System Development,GO:BP,1.132,1.043,0.5212,1,NS,24
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,Response Of Eif2ak4 Gcn2 To Amino Acid Deficiency,Reactome,-0.728,1.447,0.9982,0.38,NS,74
GOBP_RESPONSE_TO_CORTICOSTEROID,Response To Corticosteroid,GO:BP,1.237,-0.937,0.3946,1,NS,31
GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY,Negative Regulation Of Transferase Activity,GO:BP,1.312,0.862,0.3122,1,NS,31
GOBP_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS,Positive Regulation Of Steroid Metabolic Process,GO:BP,1.23,-0.944,0.4359,1,NS,10
GOBP_AMIDE_BIOSYNTHETIC_PROCESS,Amide Biosynthetic Process,GO:BP,-1.041,-1.133,0.6005,0.9155,NS,51
GOBP_PROTEIN_N_LINKED_GLYCOSYLATION,Protein N Linked Glycosylation,GO:BP,0.867,1.307,0.8094,0.836,NS,13
GOBP_REGULATION_OF_BLOOD_CIRCULATION,Regulation Of Blood Circulation,GO:BP,-1.307,-0.866,0.2285,1,NS,58
GOBP_POTASSIUM_ION_TRANSPORT,Potassium Ion Transport,GO:BP,-1.265,-0.908,0.3295,1,NS,27
GOBP_PROTEIN_K63_LINKED_UBIQUITINATION,Protein K63 Linked Ubiquitination,GO:BP,-1.052,-1.121,0.6051,0.9726,NS,12
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,Positive Regulation Of Mitotic Cell Cycle Phase Transition,GO:BP,-0.899,1.274,0.7762,0.8756,NS,11
REACTOME_MITOCHONDRIAL_UNFOLDED_PROTEIN_RESPONSE_UPRMT,Mitochondrial Unfolded Protein Response Uprmt,Reactome,1.055,1.118,0.5579,0.9127,NS,10
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_SYMBIONT,Biological Process Involved In Interaction With Symbiont,GO:BP,1.383,0.789,0.28,1,NS,10
GOBP_MYOBLAST_DIFFERENTIATION,Myoblast Differentiation,GO:BP,1.308,0.864,0.3385,1,NS,18
GOBP_RHYTHMIC_PROCESS,Rhythmic Process,GO:BP,-1.212,0.96,0.3726,1,NS,48
GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,Regulation Of Transmembrane Transport,GO:BP,1.141,-1.031,0.4687,1,NS,95
GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,Regulation Of DNA Binding Transcription Factor Activity,GO:BP,1.516,0.655,0.1324,1,NS,30
REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN,Maturation Of Sars Cov 2 Spike Protein,Reactome,0.848,1.323,0.792,0.6726,NS,12
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,Tumor Necrosis Factor Superfamily Cytokine Production,GO:BP,1.488,-0.682,0.1648,1,NS,24
GOBP_PROTEIN_POLYUBIQUITINATION,Protein Polyubiquitination,GO:BP,-1.218,-0.952,0.3582,1,NS,43
GOBP_REGULATION_OF_CIRCADIAN_RHYTHM,Regulation Of Circadian Rhythm,GO:BP,-1.239,0.931,0.3694,1,NS,25
GOBP_RESPONSE_TO_VITAMIN,Response To Vitamin,GO:BP,1.269,-0.901,0.3926,1,NS,11
GOBP_CARBOHYDRATE_DERIVATIVE_TRANSPORT,Carbohydrate Derivative Transport,GO:BP,-0.916,1.254,0.7626,0.887,NS,12
GOBP_ENERGY_RESERVE_METABOLIC_PROCESS,Energy Reserve Metabolic Process,GO:BP,0.723,1.447,0.9445,0.5962,NS,34
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Regulation Of Protein Localization To Plasma Membrane,GO:BP,0.965,1.204,0.7214,0.8931,NS,34
GOBP_REGULATION_OF_STEM_CELL_DIFFERENTIATION,Regulation Of Stem Cell Differentiation,GO:BP,-0.951,-1.218,0.7246,0.9089,NS,12
REACTOME_TRIGLYCERIDE_CATABOLISM,Triglyceride Catabolism,Reactome,1.329,0.84,0.2455,0.9974,NS,13
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION,Positive Regulation Of Smooth Muscle Cell Proliferation,GO:BP,1.069,1.099,0.6024,0.9932,NS,10
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS,Cellular Component Assembly Involved In Morphogenesis,GO:BP,0.588,1.58,0.9923,0.2926,NS,56
