gene,logFC_Cancer_vs_Healthy,logFC_Training_CR,pi_score_CvH,pi_score_TR,significance,quadrant,imputed
KHSRP,0.3352,-0.1268,0.539605,0.918264,NS,Discordant (Cancer Up / Training Down),TRUE
COX6C,-0.1394,0.3225,0.924293,0.494868,NS,Discordant (Cancer Down / Training Up),FALSE
GPT,-0.4223,-0.0393,0.42745,0.99421,NS,Concordant Down,FALSE
EYA3,0.3121,-0.1494,0.667768,0.907181,NS,Discordant (Cancer Up / Training Down),TRUE
LSM3,-0.2985,-0.1627,0.699696,0.907321,NS,Concordant Down,TRUE
SPRYD4,-0.2817,0.1793,0.711376,0.856334,NS,Discordant (Cancer Down / Training Up),TRUE
PPP1R2,-0.3763,-0.0845,0.496359,0.969971,NS,Concordant Down,TRUE
HRC,-0.3884,0.0723,0.433592,0.976359,NS,Discordant (Cancer Down / Training Up),TRUE
CLUH,-0.4169,0.0431,0.221348,0.989968,NS,Discordant (Cancer Down / Training Up),TRUE
RPL35,0.2893,-0.1698,0.66248,0.861926,NS,Discordant (Cancer Up / Training Down),TRUE
ILVBL,-0.2864,-0.1719,0.733004,0.923077,NS,Concordant Down,TRUE
STOML2,-0.2538,0.2043,0.669108,0.739672,NS,Discordant (Cancer Down / Training Up),TRUE
RO60,0.122,0.336,0.948282,0.543264,NS,Concordant Up,TRUE
SNTA1,-0.3999,-0.0568,0.375228,0.984968,NS,Concordant Down,TRUE
EIF3D,-0.4037,-0.053,0.193642,0.98209900000000006,NS,Concordant Down,TRUE
NDUFA11,-0.3705,-0.085,0.570963,0.974374,NS,Concordant Down,TRUE
CARNS1,0.1638,0.2911,0.928732,0.732598,NS,Concordant Up,TRUE
CDNF,-0.2002,0.2546,0.867288,0.820238,NS,Discordant (Cancer Down / Training Up),TRUE
CUTA,-0.41,-0.0447,0.220064,0.988115,NS,Concordant Down,TRUE
HYOU1,0.3563,0.0979,0.470412,0.950854,NS,Concordant Up,FALSE
PYGB,-0.2716,0.1822,0.662209,0.809496,NS,Discordant (Cancer Down / Training Up),FALSE
P4HB,0.3319,-0.1217,0.396801,0.893194,NS,Discordant (Cancer Up / Training Down),FALSE
XIRP1,-0.327,-0.1266,0.700887,0.947053,NS,Concordant Down,TRUE
LAMB3,-0.3015,-0.1521,0.616279,0.897908,NS,Concordant Down,TRUE
SRM,0.1459,0.3075,0.914511,0.538262,NS,Concordant Up,TRUE
JPH1,-0.364,-0.0893,0.637966,0.974852,NS,Concordant Down,TRUE
RCN2,0.0746,0.3787,0.97607,0.284323,NS,Concordant Up,TRUE
PECAM1,0.4326,0.0207,0.327307,0.998099,NS,Concordant Up,TRUE
VPS25,-0.1776,0.2753,0.834817,0.541054,NS,Discordant (Cancer Down / Training Up),TRUE
EIF3E,-0.3237,-0.1292,0.31401,0.846016,NS,Concordant Down,FALSE
GPD2,-0.4211,0.0304,0.289991,0.995474,NS,Discordant (Cancer Down / Training Up),FALSE
CSNK2A1,-0.4185,0.0328,0.24613,0.994351,NS,Discordant (Cancer Down / Training Up),TRUE
PSMD1,-0.3569,0.0933,0.28323,0.932829,NS,Discordant (Cancer Down / Training Up),FALSE
UCHL3,-0.29,0.1596,0.561062,0.831277,NS,Discordant (Cancer Down / Training Up),FALSE
GSK3A,0.2584,-0.1909,0.70328,0.82513,NS,Discordant (Cancer Up / Training Down),TRUE
LPIN1,0.1813,0.2677,0.871869,0.697436,NS,Concordant Up,TRUE
AKR1B1,-0.2149,0.234,0.861841,0.793767,NS,Discordant (Cancer Down / Training Up),FALSE
BABAM2,-0.0353,0.4134,0.99642,0.455686,NS,Discordant (Cancer Down / Training Up),TRUE
RPL7,0.2176,0.231,0.721195,0.60952,NS,Concordant Up,FALSE
PGAM2,-0.2547,0.1927,0.781398,0.845479,NS,Discordant (Cancer Down / Training Up),TRUE
MAPK3,0.3604,0.0868,0.473102,0.964203,NS,Concordant Up,TRUE
JPT1,0.031,-0.4157,0.998416,0.655885,NS,Discordant (Cancer Up / Training Down),TRUE
IMPA1,-0.4282,0.0169,0.347196,0.998818,NS,Discordant (Cancer Down / Training Up),FALSE
BROX,-0.4194,-0.0256,0.392221,0.997456,NS,Concordant Down,TRUE
PRDX3,-0.3056,0.1394,0.304658,0.791597,NS,Discordant (Cancer Down / Training Up),FALSE
PSMB3,0.3208,-0.1237,0.556186,0.919015,NS,Discordant (Cancer Up / Training Down),FALSE
TOMM70,-0.2152,0.2288,0.821812,0.747926,NS,Discordant (Cancer Down / Training Up),TRUE
EIF6,0.4325,0.0114,0.179385,0.999263,NS,Concordant Up,FALSE
CD99,0.3338,0.1097,0.71992,0.961392,NS,Concordant Up,TRUE
PSMD6,-0.2843,0.1583,0.454289,0.775366,NS,Discordant (Cancer Down / Training Up),FALSE
PRKCSH,0.3271,-0.1152,0.555656,0.933015,NS,Discordant (Cancer Up / Training Down),FALSE
DCXR,-0.3143,0.1277,0.650311,0.930724,NS,Discordant (Cancer Down / Training Up),FALSE
ASPA,-0.4223,0.0196,0.415276,0.998609,NS,Discordant (Cancer Down / Training Up),TRUE
AMPD1,-0.4383,0.0035,0.555322,0.99997,NS,Discordant (Cancer Down / Training Up),TRUE
EIF3A,-0.4138,0.0277,0.110197,0.994119,NS,Discordant (Cancer Down / Training Up),FALSE
SERPINB1,-0.0786,0.3626,0.967017,0.217671,NS,Discordant (Cancer Down / Training Up),FALSE
EIF2S2,-0.3497,0.0905,0.330868,0.943083,NS,Discordant (Cancer Down / Training Up),TRUE
PPP6R2,-0.4232,0.0166,0.324924,0.998965,NS,Discordant (Cancer Down / Training Up),TRUE
RPS5,-0.2572,0.1824,0.704415,0.814713,NS,Discordant (Cancer Down / Training Up),FALSE
SAE1,0.185,0.2543,0.840017,0.676526,NS,Concordant Up,TRUE
TBC1D17,-0.1856,-0.2518,0.860617,0.691829,NS,Concordant Down,TRUE
ABHD10,-0.3296,-0.1077,0.51257,0.936737,NS,Concordant Down,TRUE
PSME1,0.4331,0.0042,0.154369,0.999899,NS,Concordant Up,FALSE
LIMS1,0.4113,-0.0259,0.163641,0.995529,NS,Discordant (Cancer Up / Training Down),FALSE
H6PD,-0.4125,-0.024,0.164849,0.99622,NS,Concordant Down,FALSE
TBCB,-0.2849,0.1515,0.65082,0.878601,NS,Discordant (Cancer Down / Training Up),FALSE
AP2M1,0.2608,0.1752,0.531148,0.725709,NS,Concordant Up,FALSE
TMED1,-0.2588,-0.1771,0.692251,0.90183,NS,Concordant Down,TRUE
KTN1,0.2364,-0.1993,0.755359,0.800419,NS,Discordant (Cancer Up / Training Down),TRUE
RPS28,0.3898,-0.0458,0.353322,0.989316,NS,Discordant (Cancer Up / Training Down),TRUE
ARL1,0.3179,-0.1176,0.847867,0.975389,NS,Discordant (Cancer Up / Training Down),TRUE
NAPA,0.301,-0.1344,0.3476,0.819405,NS,Discordant (Cancer Up / Training Down),FALSE
DAG1,-0.0472,-0.3875,0.990968,0.263814,NS,Concordant Down,FALSE
NRDC,0.2899,0.1443,0.746125,0.947106,NS,Concordant Up,TRUE
GPX4,-0.1349,-0.2992,0.900398,0.409536,NS,Concordant Down,FALSE
PPP1R14B,-0.0247,0.4094,0.998489,0.453291,NS,Discordant (Cancer Down / Training Up),TRUE
PEBP1,0.1519,-0.2821,0.842308,0.36892200000000003,NS,Discordant (Cancer Up / Training Down),FALSE
TARS1,0.3275,0.1065,0.509143,0.940449,NS,Concordant Up,TRUE
VCP,0.3499,-0.084,0.226614,0.936393,NS,Discordant (Cancer Up / Training Down),FALSE
BAG3,-0.3317,0.1022,0.53027,0.94637,NS,Discordant (Cancer Down / Training Up),TRUE
RDH14,-0.3723,0.0616,0.469097,0.983316,NS,Discordant (Cancer Down / Training Up),TRUE
STRAP,-0.3218,0.1118,0.380612,0.901647,NS,Discordant (Cancer Down / Training Up),FALSE
COX7A2,-0.2683,0.1651,0.690789,0.861111,NS,Discordant (Cancer Down / Training Up),TRUE
DCTN1,-0.2652,0.168,0.36597,0.646027,NS,Discordant (Cancer Down / Training Up),FALSE
MRPL40,0.0055,0.4277,0.999923,0.423418,NS,Concordant Up,TRUE
LRRC20,-0.2969,-0.1355,0.681373,0.920346,NS,Concordant Down,TRUE
CNDP2,0.3569,0.0753,0.377533,0.965594,NS,Concordant Up,FALSE
H3-3A,0.0976,-0.3345,0.986114,0.784694,NS,Discordant (Cancer Up / Training Down),FALSE
CMBL,-0.4228,0.0092,0.490503,0.999733,NS,Discordant (Cancer Down / Training Up),FALSE
ATP5F1E,-0.3003,0.1314,0.764438,0.945557,NS,Discordant (Cancer Down / Training Up),TRUE
PLIN2,-0.1743,-0.2563,0.911581,0.763162,NS,Concordant Down,TRUE
CSNK2B,-0.3255,-0.105,0.464173,0.933086,NS,Concordant Down,TRUE
HSD17B10,-0.3218,0.1072,0.334683,0.900322,NS,Discordant (Cancer Down / Training Up),FALSE
MYLK3,0.1933,-0.2356,0.889662,0.836406,NS,Discordant (Cancer Up / Training Down),TRUE
COX6B1,-0.2552,0.1728,0.741725,0.854048,NS,Discordant (Cancer Down / Training Up),FALSE
GBE1,-0.2262,0.2017,0.726055,0.726385,NS,Discordant (Cancer Down / Training Up),FALSE
TMEM38A,-0.2695,-0.1576,0.802853,0.9224,NS,Concordant Down,TRUE
PDCD6,0.2094,-0.2174,0.717842,0.632282,NS,Discordant (Cancer Up / Training Down),TRUE
MOB1A,0.4244,-0.0024,0.39328,0.999983,NS,Discordant (Cancer Up / Training Down),TRUE
RPA1,-0.4248,0.0014,0.357073,0.999994,NS,Discordant (Cancer Down / Training Up),TRUE
ABRAXAS2,-0.2732,-0.1527,0.673874,0.881267,NS,Concordant Down,TRUE
PRPSAP1,-0.3413,-0.0844,0.631762,0.975824,NS,Concordant Down,TRUE
DHRS4,-0.3794,-0.0456,0.367013,0.98916,NS,Concordant Down,TRUE
NFIC,-0.2133,-0.2116,0.722933,0.661774,NS,Concordant Down,TRUE
ARL8A,-0.3203,0.1043,0.580538,0.952637,NS,Discordant (Cancer Down / Training Up),TRUE
SNX5,0.3073,0.1168,0.491034,0.916564,NS,Concordant Up,TRUE
PCYT2,-0.3969,0.0269,0.23363,0.995765,NS,Discordant (Cancer Down / Training Up),TRUE
QKI,-0.4051,0.0186,0.450401,0.998836,NS,Discordant (Cancer Down / Training Up),TRUE
SQOR,0.2255,-0.1976,0.770323,0.779653,NS,Discordant (Cancer Up / Training Down),TRUE
RELA,-0.3098,-0.1132,0.624751,0.948567,NS,Concordant Down,TRUE
ALDH1L1,-0.3829,-0.0392,0.443253,0.993343,NS,Concordant Down,FALSE
EIF1,-0.3336,0.0884,0.52131,0.960065,NS,Discordant (Cancer Down / Training Up),FALSE
TCEA3,0.0424,-0.3793,0.994431,0.507966,NS,Discordant (Cancer Up / Training Down),TRUE
CAPZA2,0.1336,0.2879,0.922762,0.542748,NS,Concordant Up,FALSE
LYPLA2,-0.4154,-0.0055,0.291731,0.999859,NS,Concordant Down,FALSE
CFL2,-0.3445,0.0764,0.437581,0.966673,NS,Discordant (Cancer Down / Training Up),FALSE
SAR1B,-0.3326,-0.0876,0.649895,0.972081,NS,Concordant Down,TRUE
SURF1,-0.3944,0.025,0.473742,0.997843,NS,Discordant (Cancer Down / Training Up),TRUE
MTAP,0.3665,0.0528,0.294266,0.981643,NS,Concordant Up,FALSE
PSMD12,-0.3527,0.0665,0.288215,0.967263,NS,Discordant (Cancer Down / Training Up),FALSE
PDPR,-0.3106,0.1082,0.494508,0.92835,NS,Discordant (Cancer Down / Training Up),TRUE
ARF5,0.3437,0.075,0.68252,0.981248,NS,Concordant Up,TRUE
EIF4E3,-0.2796,-0.1389,0.784143,0.949539,NS,Concordant Down,TRUE
ACOT1,0.0658,-0.3515,0.988947,0.66113,NS,Discordant (Cancer Up / Training Down),TRUE
SIRT2,-0.2966,-0.1206,0.686612,0.943311,NS,Concordant Down,TRUE
PRKAA2,-0.227,-0.19,0.701084,0.745778,NS,Concordant Down,TRUE
DDX39B,0.3795,0.0374,0.278969,0.991388,NS,Concordant Up,FALSE
UCHL1,0.3703,-0.0461,0.622293,0.993512,NS,Discordant (Cancer Up / Training Down),FALSE
PSMD11,-0.3388,0.0775,0.306912,0.952669,NS,Discordant (Cancer Down / Training Up),FALSE
HNRNPR,0.2557,0.1602,0.535086,0.764655,NS,Concordant Up,FALSE
DNAJA3,0.3971,-0.0182,0.564281,0.999077,NS,Discordant (Cancer Up / Training Down),TRUE
RAD23A,0.2625,-0.1525,0.545246,0.803793,NS,Discordant (Cancer Up / Training Down),FALSE
TIMM10,-0.1364,-0.2785,0.955623,0.792398,NS,Concordant Down,TRUE
MIF,0.3662,-0.048,0.481489,0.989872,NS,Discordant (Cancer Up / Training Down),FALSE
NAA10,0.076,0.3382,0.975962,0.534637,NS,Concordant Up,TRUE
SEPHS1,-0.1655,0.2487,0.888984,0.711939,NS,Discordant (Cancer Down / Training Up),TRUE
MPI,-0.3759,0.0381,0.365486,0.992415,NS,Discordant (Cancer Down / Training Up),TRUE
PDLIM5,-0.1335,0.2797,0.953259,0.730817,NS,Discordant (Cancer Down / Training Up),FALSE
LYPLA1,-0.1877,0.2253,0.857626,0.739473,NS,Discordant (Cancer Down / Training Up),FALSE
SPG7,0.2691,-0.1438,0.716351,0.910149,NS,Discordant (Cancer Up / Training Down),TRUE
TXNDC17,0.2489,0.1632,0.530093,0.738576,NS,Concordant Up,FALSE
RAB14,0.4,-0.0121,0.206726,0.999145,NS,Discordant (Cancer Up / Training Down),TRUE
MOB2,-0.3515,0.0602,0.504212,0.98459700000000006,NS,Discordant (Cancer Down / Training Up),TRUE
TMED9,0.3282,0.0834,0.488976,0.961498,NS,Concordant Up,TRUE
HECTD1,-0.1532,0.2582,0.932535,0.813626,NS,Discordant (Cancer Down / Training Up),TRUE
PPIC,-0.3683,-0.0425,0.66676,0.995706,NS,Concordant Down,TRUE
NONO,0.3454,-0.0649,0.493589,0.979985,NS,Discordant (Cancer Up / Training Down),TRUE
RPL17,0.3509,-0.0589,0.534895,0.986221,NS,Discordant (Cancer Up / Training Down),TRUE
HLA-C,0.1996,0.21,0.860655,0.80936,NS,Concordant Up,TRUE
TWF2,-0.2589,0.1504,0.62602,0.842933,NS,Discordant (Cancer Down / Training Up),FALSE
PPP2R2A,-0.2072,0.202,0.778961,0.73596,NS,Discordant (Cancer Down / Training Up),FALSE
PPP2R3A,-0.1558,-0.2534,0.906327,0.799548,NS,Concordant Down,TRUE
SOD2,0.3859,-0.0217,0.332184,0.997568,NS,Discordant (Cancer Up / Training Down),FALSE
APEH,0.3511,-0.0564,0.33171,0.978811,NS,Discordant (Cancer Up / Training Down),FALSE
PSMD8,-0.2963,0.1108,0.528935,0.919617,NS,Discordant (Cancer Down / Training Up),TRUE
TPPP3,-0.2234,0.1836,0.84219,0.868176,NS,Discordant (Cancer Down / Training Up),FALSE
HSPG2,0.3226,-0.084,0.733122,0.979423,NS,Discordant (Cancer Up / Training Down),FALSE
TMED2,0.2292,-0.1771,0.71203,0.785102,NS,Discordant (Cancer Up / Training Down),TRUE
CA3,0.1522,0.2536,0.918769,0.707443,NS,Concordant Up,FALSE
TXNRD1,-0.3723,0.0333,0.293589,0.993218,NS,Discordant (Cancer Down / Training Up),FALSE
EIF2A,-0.4032,-0.0023,0.256659,0.999977,NS,Concordant Down,TRUE
GLO1,-0.1795,-0.2255,0.790152,0.587151,NS,Concordant Down,FALSE
RNH1,0.2902,-0.1137,0.419398,0.88461,NS,Discordant (Cancer Up / Training Down),FALSE
PDLIM7,0.2624,0.1413,0.805472,0.932785,NS,Concordant Up,TRUE
ENOPH1,-0.2296,-0.174,0.666604,0.760622,NS,Concordant Down,TRUE
IPO9,0.3229,-0.0806,0.887046,0.981316,NS,Discordant (Cancer Up / Training Down),TRUE
GLRX3,0.3592,-0.0442,0.327976,0.987708,NS,Discordant (Cancer Up / Training Down),TRUE
DTD1,-0.1233,-0.2798,0.942038,0.637759,NS,Concordant Down,TRUE
RNF126,-0.1567,-0.2463,0.894038,0.693996,NS,Concordant Down,TRUE
CUTC,-0.3711,-0.0316,0.576777,0.996658,NS,Concordant Down,TRUE
APIP,0.1522,-0.2505,0.921093,0.757579,NS,Discordant (Cancer Up / Training Down),TRUE
GSK3B,-0.2984,0.104,0.681419,0.956408,NS,Discordant (Cancer Down / Training Up),TRUE
HLA-DRB5,0.189,0.2128,0.920623,0.894372,NS,Concordant Up,TRUE
PRKAB2,-0.3102,-0.0913,0.606827,0.963105,NS,Concordant Down,TRUE
ERAP1,-0.1713,-0.2298,0.874175,0.719614,NS,Concordant Down,TRUE
FUBP1,-0.2391,-0.1618,0.621361,0.782146,NS,Concordant Down,TRUE
UBE2H,-0.1532,0.2467,0.906794,0.72089,NS,Discordant (Cancer Down / Training Up),TRUE
PIP4K2A,0.3943,-0.0055,0.604488,0.999911,NS,Discordant (Cancer Up / Training Down),TRUE
GLRX,-0.3563,0.0426,0.542665,0.992982,NS,Discordant (Cancer Down / Training Up),TRUE
GNPDA2,0.3424,0.0565,0.581419,0.986323,NS,Concordant Up,TRUE
UBE2V1,0.3201,0.0775,0.527299,0.96775,NS,Concordant Up,FALSE
ADSS1,-0.2299,-0.1672,0.785743,0.861334,NS,Concordant Down,TRUE
CAPNS1,0.3628,0.0338,0.267788,0.992253,NS,Concordant Up,FALSE
EZR,0.3871,-0.0095,0.350859,0.999577,NS,Discordant (Cancer Up / Training Down),TRUE
PDIA6,0.3749,0.0198,0.332652,0.997872,NS,Concordant Up,FALSE
MOB4,-0.3171,-0.0774,0.523775,0.969874,NS,Concordant Down,TRUE
CLIC6,-0.3401,0.054,0.769123,0.993546,NS,Discordant (Cancer Down / Training Up),TRUE
PLEC,0.0499,0.3437,0.99225,0.498522,NS,Concordant Up,FALSE
STAT3,-0.2932,-0.1,0.464573,0.925887,NS,Concordant Down,TRUE
SGCA,-0.0846,-0.3084,0.973341,0.534341,NS,Concordant Down,TRUE
SARS1,-0.1771,0.2155,0.855994,0.730092,NS,Discordant (Cancer Down / Training Up),TRUE
PPM1A,-0.348,0.0444,0.358659,0.987751,NS,Discordant (Cancer Down / Training Up),FALSE
PGK1,0.2785,-0.1138,0.323981,0.843276,NS,Discordant (Cancer Up / Training Down),FALSE
UBE2L3,0.3555,-0.0354,0.449066,0.993903,NS,Discordant (Cancer Up / Training Down),FALSE
GSTZ1,-0.3263,0.0646,0.644361,0.9845,NS,Discordant (Cancer Down / Training Up),TRUE
AKT2,-0.1391,0.2516,0.898446,0.596071,NS,Discordant (Cancer Down / Training Up),TRUE
SLIRP,-0.2636,0.127,0.671801,0.909101,NS,Discordant (Cancer Down / Training Up),TRUE
COPS3,-0.2942,-0.0958,0.549489,0.943276,NS,Concordant Down,FALSE
PSMC4,-0.2861,0.1037,0.476469,0.914857,NS,Discordant (Cancer Down / Training Up),FALSE
RRAS2,0.3081,-0.0813,0.718111,0.981628,NS,Discordant (Cancer Up / Training Down),TRUE
LGALSL,-0.3037,-0.0855,0.661669,0.974283,NS,Concordant Down,TRUE
D2HGDH,-0.3647,-0.0241,0.625141,0.998552,NS,Concordant Down,TRUE
ALDH7A1,0.2466,0.1419,0.705751,0.881488,NS,Concordant Up,FALSE
DDB1,-0.2992,0.0891,0.297602,0.915846,NS,Discordant (Cancer Down / Training Up),FALSE
MAT2A,-0.3,0.0882,0.460794,0.943472,NS,Discordant (Cancer Down / Training Up),FALSE
CUL3,-0.3043,-0.0834,0.389473,0.947166,NS,Concordant Down,TRUE
ENSA,0.1452,-0.2423,0.926344,0.761192,NS,Discordant (Cancer Up / Training Down),TRUE
PREB,-0.1192,0.2676,0.942067,0.602213,NS,Discordant (Cancer Down / Training Up),TRUE
SEC24B,-0.2932,-0.0936,0.808294,0.982485,NS,Concordant Down,TRUE
CCAR2,-0.3451,0.0414,0.611269,0.994406,NS,Discordant (Cancer Down / Training Up),TRUE
TIMM21,0.1058,-0.2806,0.964335,0.699361,NS,Discordant (Cancer Up / Training Down),TRUE
DNAJB2,0.3159,-0.0704,0.512158,0.975799,NS,Discordant (Cancer Up / Training Down),TRUE
KPNB1,0.2571,0.1291,0.44679,0.817041,NS,Concordant Up,FALSE
ATP6V1E1,0.2205,0.1655,0.802731,0.863077,NS,Concordant Up,FALSE
ATP2A1,-0.3722,0.0136,0.566261,0.999382,NS,Discordant (Cancer Down / Training Up),TRUE
PSMA2,0.273,-0.1119,0.653476,0.931117,NS,Discordant (Cancer Up / Training Down),FALSE
CARM1,-0.3242,0.0606,0.393727,0.978437,NS,Discordant (Cancer Down / Training Up),TRUE
RAB10,0.2212,-0.162,0.64834,0.762492,NS,Discordant (Cancer Up / Training Down),FALSE
ACADS,-0.3745,-0.0085,0.50416,0.999726,NS,Concordant Down,FALSE
GRB2,-0.3576,-0.0254,0.356685,0.99635,NS,Concordant Down,TRUE
RPL7A,-0.2713,0.1113,0.587969,0.916517,NS,Discordant (Cancer Down / Training Up),FALSE
GHITM,-0.2306,0.152,0.864535,0.929716,NS,Discordant (Cancer Down / Training Up),TRUE
UQCR10,-0.3471,-0.0343,0.547012,0.995207,NS,Concordant Down,TRUE
SQSTM1,-0.30620000000000003,-0.0747,0.65632,0.981825,NS,Concordant Down,TRUE
VBP1,-0.0898,-0.2907,0.952018,0.448573,NS,Concordant Down,TRUE
TBCE,0.2686,0.1109,0.861156,0.977087,NS,Concordant Up,TRUE
UBE2V2,0.1294,-0.2499,0.879735,0.447237,NS,Discordant (Cancer Up / Training Down),FALSE
RPS20,0.3112,-0.0675,0.581699,0.977772,NS,Discordant (Cancer Up / Training Down),FALSE
MRPS22,0.2947,-0.0822,0.630559,0.972285,NS,Discordant (Cancer Up / Training Down),TRUE
SET,0.1033,0.2733,0.946165,0.508389,NS,Concordant Up,FALSE
EPN1,0.2703,0.1059,0.604621,0.948013,NS,Concordant Up,TRUE
TUFM,-0.2767,0.0992,0.496866,0.921063,NS,Discordant (Cancer Down / Training Up),FALSE
RMDN1,-0.2978,0.0774,0.61769,0.971633,NS,Discordant (Cancer Down / Training Up),TRUE
RAP1A,0.1055,0.269,0.976213,0.820342,NS,Concordant Up,TRUE
STRN3,-0.3741,4e-4,0.505263,0.999999,NS,Discordant (Cancer Down / Training Up),TRUE
SIAE,0.3329,0.0415,0.712671,0.996195,NS,Concordant Up,TRUE
GGCT,-0.2724,-0.1018,0.594598,0.932987,NS,Concordant Down,FALSE
LAMTOR5,0.2357,0.1381,0.823526,0.939754,NS,Concordant Up,TRUE
CS,-0.2459,0.1278,0.652855,0.886335,NS,Discordant (Cancer Down / Training Up),FALSE
THNSL1,0.0536,0.3199,0.992896,0.729201,NS,Concordant Up,TRUE
PAK1,-0.2119,-0.1612,0.832229,0.896781,NS,Concordant Down,TRUE
IDI1,0.0739,-0.2987,0.983969,0.660332,NS,Discordant (Cancer Up / Training Down),TRUE
ECHDC3,0.1269,-0.2455,0.950548,0.770634,NS,Discordant (Cancer Up / Training Down),TRUE
SFPQ,0.3609,-0.0112,0.372037,0.999366,NS,Discordant (Cancer Up / Training Down),TRUE
INPP1,-0.071,0.3004,0.976841,0.474204,NS,Discordant (Cancer Down / Training Up),TRUE
ARMT1,-0.1862,-0.1851,0.846924,0.81056,NS,Concordant Down,TRUE
MYL2,-0.3161,0.0551,0.766729,0.992171,NS,Discordant (Cancer Down / Training Up),TRUE
ABHD11,-0.1051,0.2657,0.967133,0.723931,NS,Discordant (Cancer Down / Training Up),TRUE
NDUFB6,-0.255,0.1157,0.768455,0.945434,NS,Discordant (Cancer Down / Training Up),TRUE
OPA3,-0.0885,0.2821,0.981749,0.790934,NS,Discordant (Cancer Down / Training Up),TRUE
PCCA,-0.3283,0.0423,0.542604,0.992091,NS,Discordant (Cancer Down / Training Up),TRUE
ETFB,-0.3126,0.0578,0.551403,0.982858,NS,Discordant (Cancer Down / Training Up),FALSE
IDE,-0.2678,0.1026,0.649398,0.939796,NS,Discordant (Cancer Down / Training Up),FALSE
AGO2,0.3466,-0.0235,0.477752,0.997504,NS,Discordant (Cancer Up / Training Down),TRUE
LAMTOR1,0.2859,-0.0841,0.647592,0.968775,NS,Discordant (Cancer Up / Training Down),TRUE
ATPAF1,-0.2037,0.1661,0.862918,0.899695,NS,Discordant (Cancer Down / Training Up),TRUE
RPS8,-0.3532,-0.0145,0.23077,0.998482,NS,Concordant Down,FALSE
RAB9A,0.1558,0.2118,0.927655,0.872296,NS,Concordant Up,TRUE
COX6A2,0.2436,0.1237,0.910937,0.971469,NS,Concordant Up,TRUE
UBAC1,-0.2802,0.0863,0.572825,0.952967,NS,Discordant (Cancer Down / Training Up),FALSE
PGM1,-0.2588,0.1075,0.670344,0.933242,NS,Discordant (Cancer Down / Training Up),FALSE
EIF2S3,-0.1679,0.1983,0.780321,0.614539,NS,Discordant (Cancer Down / Training Up),FALSE
RBBP7,-0.0628,-0.3034,0.982696,0.51032,NS,Concordant Down,TRUE
TMEM230,0.0534,0.3126,0.995061,0.8621,NS,Concordant Up,TRUE
LAP3,0.1729,-0.193,0.843167,0.751513,NS,Discordant (Cancer Up / Training Down),FALSE
LETM1,-0.2255,-0.14,0.699777,0.858934,NS,Concordant Down,TRUE
PRPS1,0.2282,-0.1372,0.821422,0.922602,NS,Discordant (Cancer Up / Training Down),FALSE
PKIA,0.1335,-0.2317,0.892274,0.5962,NS,Discordant (Cancer Up / Training Down),TRUE
NUDC,-0.2974,-0.0672,0.5936,0.977488,NS,Concordant Down,TRUE
MYH4,-0.1407,0.2236,0.971014,0.910554,NS,Discordant (Cancer Down / Training Up),TRUE
PACSIN3,-0.3368,0.0266,0.430103,0.996137,NS,Discordant (Cancer Down / Training Up),TRUE
MLYCD,-0.2782,0.0851,0.694215,0.97083,NS,Discordant (Cancer Down / Training Up),TRUE
RPS12,-0.257,0.1058,0.486545,0.891678,NS,Discordant (Cancer Down / Training Up),FALSE
DHCR24,-0.3359,-0.0268,0.582311,0.997495,NS,Concordant Down,TRUE
SLC44A2,-0.2404,0.1222,0.760377,0.929341,NS,Discordant (Cancer Down / Training Up),TRUE
G3BP1,0.337,-0.025,0.45862000000000003,0.996874,NS,Discordant (Cancer Up / Training Down),TRUE
GDI2,0.2549,-0.1062,0.514749,0.89635,NS,Discordant (Cancer Up / Training Down),FALSE
BAX,0.1586,0.2023,0.944548,0.894495,NS,Concordant Up,TRUE
PYURF,0.3425,0.0177,0.796192,0.999384,NS,Concordant Up,TRUE
PCCB,-0.344,0.0159,0.412037,0.998653,NS,Discordant (Cancer Down / Training Up),FALSE
NPEPPS,-0.3206,0.0388,0.429461,0.99069,NS,Discordant (Cancer Down / Training Up),FALSE
ATIC,0.3413,-0.0171,0.269992,0.997899,NS,Discordant (Cancer Up / Training Down),FALSE
MAPK1,-0.1163,0.2419,0.90246,0.466755,NS,Discordant (Cancer Down / Training Up),FALSE
EIF1AX,-0.1665,-0.1917,0.836897,0.725023,NS,Concordant Down,TRUE
PTGR2,-0.2511,0.1068,0.768139,0.952139,NS,Discordant (Cancer Down / Training Up),TRUE
RPA2,0.3489,0.008,0.528327,0.999757,NS,Concordant Up,TRUE
SMTN,-0.3153,0.0409,0.504918,0.991702,NS,Discordant (Cancer Down / Training Up),TRUE
ACAT1,-0.3531,0.0025,0.268212,0.999961,NS,Discordant (Cancer Down / Training Up),FALSE
DDOST,-0.252,0.1035,0.718371,0.94498,NS,Discordant (Cancer Down / Training Up),TRUE
ANK2,-0.3481,-0.0067,0.353456,0.999745,NS,Concordant Down,TRUE
ATAD3A,-0.2861,-0.0681,0.653228,0.980447,NS,Concordant Down,TRUE
EIF5B,-0.1442,-0.21,0.846028,0.622787,NS,Concordant Down,TRUE
SNTB2,-0.134,0.22,0.902356,0.656149,NS,Discordant (Cancer Down / Training Up),FALSE
