gene,logFC_Cancer_vs_Healthy,logFC_Training_CR,pi_score_CvH,pi_score_TR,significance,quadrant,imputed
YKT6,-0.1795,-0.1687,0.888156,0.891904,NS,Concordant Down,TRUE
NHLRC2,-0.2315,-0.1166,0.614742,0.881951,NS,Concordant Down,TRUE
PEX19,0.19,0.1581,0.870344,0.919208,NS,Concordant Up,TRUE
EEA1,-0.1571,0.1906,0.871931,0.765507,NS,Discordant (Cancer Down / TR Up),TRUE
KIF5B,-0.278,0.0694,0.339161,0.948348,NS,Discordant (Cancer Down / TR Up),FALSE
HSPBP1,-0.3263,-0.0209,0.411661,0.998009,NS,Concordant Down,TRUE
GLRX3,0.3325,-0.0143,0.402907,0.998825,NS,Discordant (Cancer Up / TR Down),TRUE
DHODH,-0.2241,0.1226,0.906186,0.971418,NS,Discordant (Cancer Down / TR Up),TRUE
TMED2,0.2002,-0.146,0.781345,0.857034,NS,Discordant (Cancer Up / TR Down),TRUE
TRIM25,0.3008,0.0449,0.633385,0.989682,NS,Concordant Up,TRUE
ATP5F1A,-0.2428,0.1025,0.659045,0.928657,NS,Discordant (Cancer Down / TR Up),FALSE
SLC25A5,-0.2461,0.0983,0.710562,0.94656,NS,Discordant (Cancer Down / TR Up),FALSE
PCCA,-0.3133,0.0306,0.584972,0.996003,NS,Discordant (Cancer Down / TR Up),TRUE
UQCRC1,-0.1775,0.1656,0.830875,0.814915,NS,Discordant (Cancer Down / TR Up),FALSE
CAPN3,0.1987,0.1441,0.776736,0.859391,NS,Concordant Up,TRUE
FKBP5,0.1449,0.1979,0.927103,0.886753,NS,Concordant Up,TRUE
COASY,0.2132,-0.1293,0.762526,0.894878,NS,Discordant (Cancer Up / TR Down),FALSE
RPS27A,0.2161,-0.1257,0.821366,0.927875,NS,Discordant (Cancer Up / TR Down),FALSE
UCHL1,0.3268,0.014,0.705131,0.999436,NS,Concordant Up,FALSE
ACAT1,-0.3316,0.0088,0.285846,0.999453,NS,Discordant (Cancer Down / TR Up),FALSE
TXNRD1,-0.2711,-0.0691,0.483164,0.961157,NS,Concordant Down,FALSE
EEF2K,0.3189,0.021,0.598502,0.998724,NS,Concordant Up,TRUE
BTF3L4,-0.3193,0.0203,0.239763,0.996395,NS,Discordant (Cancer Down / TR Up),FALSE
MINDY3,0.1022,-0.2373,0.985397,0.812163,NS,Discordant (Cancer Up / TR Down),TRUE
EIF4EBP1,-0.0521,-0.2868,0.988651,0.566808,NS,Concordant Down,TRUE
TPD52L1,0.3176,-0.0212,0.662577,0.998486,NS,Discordant (Cancer Up / TR Down),TRUE
UBE2I,0.2925,-0.0458,0.63092,0.990262,NS,Discordant (Cancer Up / TR Down),FALSE
MIEN1,0.2339,-0.1042,0.692031,0.931823,NS,Discordant (Cancer Up / TR Down),TRUE
PREP,-0.3132,-0.024,0.541851,0.997196,NS,Concordant Down,FALSE
H3-3A,0.0587,-0.2784,0.995243,0.855925,NS,Discordant (Cancer Up / TR Down),FALSE
GPHN,-0.2462,-0.0908,0.637361,0.953017,NS,Concordant Down,TRUE
C12orf57,-0.2348,-0.101,0.755388,0.956646,NS,Concordant Down,TRUE
TMPO,0.1881,-0.1476,0.856517,0.895159,NS,Discordant (Cancer Up / TR Down),TRUE
STAT1,0.2151,0.1198,0.846189,0.95365,NS,Concordant Up,TRUE
JUP,-0.0367,0.2979,0.995464,0.593596,NS,Discordant (Cancer Down / TR Up),TRUE
ACOT2,-0.1837,-0.1508,0.738473,0.77939,NS,Concordant Down,FALSE
RTCB,-0.1498,0.1844,0.797078,0.611067,NS,Discordant (Cancer Down / TR Up),FALSE
ARF6,0.1741,0.1601,0.862267,0.860028,NS,Concordant Up,TRUE
FDPS,0.2223,-0.1118,0.548509,0.858283,NS,Discordant (Cancer Up / TR Down),FALSE
DGLUCY,-0.1184,-0.215,0.961361,0.835254,NS,Concordant Down,TRUE
MSI2,-0.1688,-0.1637,0.820769,0.801342,NS,Concordant Down,TRUE
RPL9,-0.2654,0.0668,0.599764,0.972916,NS,Discordant (Cancer Down / TR Up),TRUE
MPI,-0.2627,-0.0695,0.603377,0.969007,NS,Concordant Down,TRUE
LNPK,-0.213,0.1191,0.736689,0.901543,NS,Discordant (Cancer Down / TR Up),FALSE
PPP1R3A,-0.0544,-0.2776,0.991011,0.695375,NS,Concordant Down,TRUE
SMYD1,-0.3262,0.0055,0.617031,0.999888,NS,Discordant (Cancer Down / TR Up),TRUE
MRPL21,-0.3292,0.0021,0.685236,0.999989,NS,Discordant (Cancer Down / TR Up),TRUE
SZRD1,-0.2329,-0.0981,0.833222,0.977873,NS,Concordant Down,TRUE
NDUFA7,-0.2876,0.0425,0.797307,0.995201,NS,Discordant (Cancer Down / TR Up),TRUE
PCBP2,-0.1676,0.1623,0.858878,0.833247,NS,Discordant (Cancer Down / TR Up),FALSE
DHRS11,0.3184,0.0112,0.525537,0.999606,NS,Concordant Up,TRUE
COQ10B,-0.158,0.1714,0.944135,0.9178,NS,Discordant (Cancer Down / TR Up),TRUE
TUFM,-0.2433,0.086,0.582603,0.939275,NS,Discordant (Cancer Down / TR Up),FALSE
ARAF,-0.2355,0.0938,0.735385,0.96261,NS,Discordant (Cancer Down / TR Up),TRUE
COPG1,0.1623,0.1669,0.885095,0.846357,NS,Concordant Up,FALSE
NLN,-0.0486,0.2804,0.991415,0.607271,NS,Discordant (Cancer Down / TR Up),TRUE
PGM2L1,0.2949,-0.034,0.579943,0.994104,NS,Discordant (Cancer Up / TR Down),FALSE
PSMC4,-0.2561,0.0727,0.565945,0.960249,NS,Discordant (Cancer Down / TR Up),FALSE
RDH14,-0.2738,-0.055,0.679152,0.986225,NS,Concordant Down,TRUE
SRSF6,0.28,0.047,0.632731,0.988518,NS,Concordant Up,TRUE
ILF2,-0.1286,0.1983,0.928523,0.793458,NS,Discordant (Cancer Down / TR Up),TRUE
TMCO1,0.2654,0.0608,0.778424,0.991659,NS,Concordant Up,TRUE
UCHL3,-0.226,0.0996,0.713219,0.935221,NS,Discordant (Cancer Down / TR Up),FALSE
PSMD6,-0.2277,0.0972,0.605716,0.914827,NS,Discordant (Cancer Down / TR Up),FALSE
PAK2,-0.1523,0.1723,0.808013,0.686906,NS,Discordant (Cancer Down / TR Up),FALSE
COPB1,0.1785,0.1456,0.903348,0.920905,NS,Concordant Up,FALSE
RPS25,0.2038,-0.1202,0.751203,0.896167,NS,Discordant (Cancer Up / TR Down),FALSE
CHMP4B,-0.151,0.1725,0.868155,0.779028,NS,Discordant (Cancer Down / TR Up),FALSE
DDX6,-0.198,0.1247,0.70291,0.914944,NS,Discordant (Cancer Down / TR Up),TRUE
ATPAF2,-0.3123,-0.0103,0.62278,0.999616,NS,Concordant Down,TRUE
LRRC57,-0.1774,-0.1442,0.927196,0.953975,NS,Concordant Down,TRUE
MRPS21,0.2203,-0.1006,0.89425,0.978004,NS,Discordant (Cancer Up / TR Down),TRUE
SNTB2,-0.1125,0.208,0.93437,0.698962,NS,Discordant (Cancer Down / TR Up),FALSE
PCBP1,-0.2877,0.0324,0.411538,0.991922,NS,Discordant (Cancer Down / TR Up),FALSE
ACP1,0.1358,-0.1843,0.863951,0.675478,NS,Discordant (Cancer Up / TR Down),FALSE
HSPG2,0.283,-0.0371,0.79922,0.996273,NS,Discordant (Cancer Up / TR Down),FALSE
RAD23B,0.1464,-0.1736,0.811609,0.66193,NS,Discordant (Cancer Up / TR Down),FALSE
PDK2,0.1575,-0.1623,0.945424,0.934274,NS,Discordant (Cancer Up / TR Down),TRUE
HDGFL2,-0.1193,0.2001,0.931494,0.743751,NS,Discordant (Cancer Down / TR Up),TRUE
RNF123,-0.2981,0.021,0.521334,0.99754,NS,Discordant (Cancer Down / TR Up),FALSE
SQOR,0.1781,-0.1407,0.860861,0.893684,NS,Discordant (Cancer Up / TR Down),TRUE
ARL2,-0.2034,0.1151,0.802018,0.937373,NS,Discordant (Cancer Down / TR Up),TRUE
LTA4H,0.1816,-0.1367,0.635957,0.739955,NS,Discordant (Cancer Up / TR Down),FALSE
CPNE1,0.1631,0.1552,0.851525,0.830077,NS,Concordant Up,TRUE
DYNC1I2,0.1276,0.1906,0.857747,0.591141,NS,Concordant Up,FALSE
SLIRP,-0.2292,0.0883,0.752777,0.958559,NS,Discordant (Cancer Down / TR Up),TRUE
API5,0.1759,0.1416,0.788873,0.854103,NS,Concordant Up,TRUE
GSTP1,0.1021,-0.2145,0.932597,0.600343,NS,Discordant (Cancer Up / TR Down),FALSE
NTPCR,-0.1912,0.1254,0.875281,0.937367,NS,Discordant (Cancer Down / TR Up),TRUE
CLIC6,-0.0188,-0.2975,0.999201,0.711655,NS,Concordant Down,TRUE
RTN4,-0.1529,-0.1632,0.848876,0.780255,NS,Concordant Down,FALSE
GART,-0.1624,-0.1537,0.835749,0.815283,NS,Concordant Down,TRUE
TMEM143,-0.2976,0.0185,0.70818,0.998852,NS,Discordant (Cancer Down / TR Up),TRUE
ARMC1,-0.2313,-0.0848,0.730791,0.963808,NS,Concordant Down,TRUE
UAP1,0.2176,-0.0976,0.799392,0.948202,NS,Discordant (Cancer Up / TR Down),TRUE
RAB10,0.1941,-0.1209,0.724873,0.870708,NS,Discordant (Cancer Up / TR Down),FALSE
RPL17,0.2531,0.0611,0.735047,0.984359,NS,Concordant Up,TRUE
RPS26,-0.1938,-0.12,0.755306,0.887458,NS,Concordant Down,TRUE
KPNA6,-0.1848,-0.129,0.757168,0.856562,NS,Concordant Down,TRUE
P4HB,0.2733,-0.0402,0.529766,0.989188,NS,Discordant (Cancer Up / TR Down),FALSE
COQ10A,-0.1821,0.131,0.910765,0.945392,NS,Discordant (Cancer Down / TR Up),TRUE
NDUFAB1,0.1021,0.2104,0.951721,0.721186,NS,Concordant Up,FALSE
TFG,0.2105,0.1013,0.814294,0.950003,NS,Concordant Up,FALSE
MAPKAPK3,0.0979,-0.2136,0.973527,0.870137,NS,Discordant (Cancer Up / TR Down),TRUE
GALK1,-0.2569,-0.0532,0.69015,0.986717,NS,Concordant Down,TRUE
DNAAF5,-0.3076,0.0017,0.571758,0.99999,NS,Discordant (Cancer Down / TR Up),TRUE
PFN2,-0.184,-0.1248,0.834497,0.908312,NS,Concordant Down,TRUE
PPM1A,-0.298,-0.0102,0.479912,0.999385,NS,Concordant Down,FALSE
RAP1A,0.298,0.0102,0.764852,0.999745,NS,Concordant Up,TRUE
DDX3X,0.1553,0.1526,0.82763,0.780885,NS,Concordant Up,TRUE
RPLP0,0.0967,0.2105,0.927984,0.54543,NS,Concordant Up,FALSE
MAPRE1,0.2991,-0.0081,0.351738,0.999506,NS,Discordant (Cancer Up / TR Down),FALSE
PUDP,0.2686,-0.0379,0.763474,0.995087,NS,Discordant (Cancer Up / TR Down),TRUE
ENO2,0.1718,-0.1336,0.872771,0.905719,NS,Discordant (Cancer Up / TR Down),FALSE
NIPSNAP3B,-0.1495,-0.1556,0.951502,0.936435,NS,Concordant Down,TRUE
GNA11,0.2686,0.0362,0.58891,0.992445,NS,Concordant Up,TRUE
SMYD2,-0.0909,-0.2135,0.967943,0.842284,NS,Concordant Down,TRUE
AHCYL2,-0.1051,-0.1991,0.951222,0.786042,NS,Concordant Down,TRUE
PPP2CA,-0.2736,0.0305,0.419545,0.992279,NS,Discordant (Cancer Down / TR Up),FALSE
ERP44,0.2408,0.0626,0.618076,0.971676,NS,Concordant Up,FALSE
HNRNPDL,0.1512,-0.152,0.863737,0.825382,NS,Discordant (Cancer Up / TR Down),FALSE
EIF2B3,-0.2265,0.0766,0.759082,0.972733,NS,Discordant (Cancer Down / TR Up),TRUE
C8orf82,0.1475,-0.1551,0.934403,0.935783,NS,Discordant (Cancer Up / TR Down),TRUE
COX6C,-0.051,0.2511,0.990392,0.663348,NS,Discordant (Cancer Down / TR Up),FALSE
NUDT2,0.0186,0.2828,0.998849,0.727898,NS,Concordant Up,TRUE
DEPTOR,-0.1806,-0.1207,0.838905,0.915773,NS,Concordant Down,TRUE
PGPEP1,-0.2448,-0.0558,0.80012,0.990792,NS,Concordant Down,TRUE
DHX9,0.1058,0.1943,0.956723,0.802895,NS,Concordant Up,TRUE
RBM38,-0.1357,-0.1644,0.927624,0.90998,NS,Concordant Down,TRUE
RBM8A,0.1617,0.1383,0.894142,0.917069,NS,Concordant Up,TRUE
PSMD1,-0.2827,0.0165,0.43566,0.998048,NS,Discordant (Cancer Down / TR Up),FALSE
NDRG2,-0.1361,0.1625,0.92501,0.862397,NS,Discordant (Cancer Down / TR Up),FALSE
LYRM7,0.1263,-0.1716,0.944122,0.872232,NS,Discordant (Cancer Up / TR Down),TRUE
XRCC6,0.245,0.0524,0.565775,0.978505,NS,Concordant Up,FALSE
DAD1,-0.0766,0.22,0.971608,0.696008,NS,Discordant (Cancer Down / TR Up),TRUE
SNX3,0.1895,0.107,0.732068,0.89837,NS,Concordant Up,FALSE
PCBD2,-0.0691,-0.2271,0.976502,0.641053,NS,Concordant Down,TRUE
LAMTOR3,0.2534,0.0428,0.701418,0.992178,NS,Concordant Up,TRUE
CPPED1,0.1143,-0.1816,0.946364,0.82375,NS,Discordant (Cancer Up / TR Down),TRUE
PPP3R1,0.1771,-0.1186,0.765518,0.872948,NS,Discordant (Cancer Up / TR Down),TRUE
TRAPPC3,0.0809,0.2141,0.954941,0.583208,NS,Concordant Up,TRUE
ACAD9,-0.167,0.127,0.890229,0.925469,NS,Discordant (Cancer Down / TR Up),TRUE
G3BP1,0.2572,0.0367,0.659664,0.993015,NS,Concordant Up,TRUE
XRCC5,0.0189,0.2748,0.998081,0.401065,NS,Concordant Up,FALSE
KRT8,-0.0655,0.2279,0.993971,0.923335,NS,Discordant (Cancer Down / TR Up),TRUE
CDC37,-0.2176,0.0757,0.726009,0.962943,NS,Discordant (Cancer Down / TR Up),FALSE
OXSR1,0.072,-0.2211,0.95994,0.482355,NS,Discordant (Cancer Up / TR Down),FALSE
RPS12,-0.2177,0.0751,0.615863,0.948191,NS,Discordant (Cancer Down / TR Up),FALSE
SH3GLB1,-0.2018,0.091,0.763092,0.944609,NS,Discordant (Cancer Down / TR Up),FALSE
MOB2,-0.2519,-0.0407,0.724403,0.993011,NS,Concordant Down,TRUE
TMEM109,-0.2795,-0.0111,0.50457,0.999226,NS,Concordant Down,FALSE
NUBPL,-0.0697,-0.2205,0.985201,0.82208,NS,Concordant Down,TRUE
PCMT1,0.1489,-0.1411,0.821379,0.797373,NS,Discordant (Cancer Up / TR Down),FALSE
MGST3,-0.2284,-0.0614,0.707259,0.977002,NS,Concordant Down,FALSE
ATP2B1,-0.0724,-0.2169,0.973528,0.69095,NS,Concordant Down,TRUE
HIBCH,-0.0042,0.2849,0.999937,0.550332,NS,Discordant (Cancer Down / TR Up),FALSE
PSMD13,-0.1657,-0.1232,0.801641,0.865516,NS,Concordant Down,FALSE
PSMD12,-0.2591,-0.0297,0.463929,0.992676,NS,Concordant Down,FALSE
H2BC4,0.2557,-0.0327,0.882362,0.997878,NS,Discordant (Cancer Up / TR Down),FALSE
HIBADH,-0.2514,-0.0364,0.612133,0.991567,NS,Concordant Down,FALSE
COX6B1,-0.1776,0.1096,0.871354,0.941666,NS,Discordant (Cancer Down / TR Up),FALSE
SERPINB1,0.0183,0.2688,0.998156,0.40911,NS,Concordant Up,FALSE
ASPH,0.2412,-0.0458,0.713548,0.989057,NS,Discordant (Cancer Up / TR Down),FALSE
RPL15,0.0262,0.2606,0.996756,0.51952,NS,Concordant Up,FALSE
CYCS,0.2772,-0.0093,0.628109,0.999589,NS,Discordant (Cancer Up / TR Down),FALSE
RAB6A,0.1821,0.104,0.810297,0.927007,NS,Concordant Up,FALSE
PPP2CB,0.2184,0.0667,0.681213,0.971001,NS,Concordant Up,TRUE
PITRM1,-0.1631,-0.1206,0.865549,0.910582,NS,Concordant Down,FALSE
TSC22D1,0.2338,-0.0498,0.774468,0.989421,NS,Discordant (Cancer Up / TR Down),TRUE
DYNLRB1,0.1835,0.0992,0.685346,0.899173,NS,Concordant Up,TRUE
CKM,-0.0343,0.2481,0.995333,0.637386,NS,Discordant (Cancer Down / TR Up),FALSE
KRT10,-0.1634,-0.1187,0.961582,0.97539,NS,Concordant Down,FALSE
SRP54,-0.0916,0.1905,0.960968,0.801188,NS,Discordant (Cancer Down / TR Up),TRUE
MAGT1,0.2034,-0.0786,0.868889,0.982472,NS,Discordant (Cancer Up / TR Down),TRUE
UQCRH,0.0629,0.2184,0.986458,0.768705,NS,Concordant Up,FALSE
PSMA3,0.0453,-0.2355,0.985297,0.433201,NS,Discordant (Cancer Up / TR Down),FALSE
CAMK2A,-0.2166,0.0641,0.809309,0.982081,NS,Discordant (Cancer Down / TR Up),TRUE
CCDC43,0.2798,5e-4,0.760024,0.999999,NS,Concordant Up,TRUE
PAFAH1B1,-0.221,-0.0592,0.644316,0.972372,NS,Concordant Down,FALSE
CZIB,0.1969,-0.083,0.735199,0.946473,NS,Discordant (Cancer Up / TR Down),FALSE
OSBPL1A,-0.0111,0.2686,0.99963,0.68516,NS,Discordant (Cancer Down / TR Up),TRUE
HSPB6,-0.21,0.0692,0.732645,0.967937,NS,Discordant (Cancer Down / TR Up),FALSE
HSPA5,0.1501,0.1285,0.835082,0.849302,NS,Concordant Up,FALSE
TWF2,-0.1884,0.0899,0.79363,0.945971,NS,Discordant (Cancer Down / TR Up),FALSE
PPP1CB,-0.116,0.1622,0.905197,0.754805,NS,Discordant (Cancer Down / TR Up),FALSE
AP1M1,0.0072,0.271,0.999787,0.607745,NS,Concordant Up,TRUE
RAB2A,-0.0818,-0.196,0.935884,0.502562,NS,Concordant Down,FALSE
STRAP,-0.2415,0.0352,0.566632,0.990516,NS,Discordant (Cancer Down / TR Up),FALSE
MMAB,-0.0881,0.1886,0.975426,0.867541,NS,Discordant (Cancer Down / TR Up),TRUE
WDR1,0.0964,-0.1801,0.914495,0.598568,NS,Discordant (Cancer Up / TR Down),FALSE
FAM185A,-0.2709,-0.0042,0.771074,0.999958,NS,Concordant Down,TRUE
CHMP6,-0.1776,-0.0973,0.749828,0.914981,NS,Concordant Down,TRUE
MAT2B,-0.204,-0.0701,0.732119,0.966176,NS,Concordant Down,TRUE
MT-ND2,-0.0688,-0.2047,0.983411,0.804384,NS,Concordant Down,TRUE
UBFD1,0.1416,0.1319,0.93802,0.934718,NS,Concordant Up,TRUE
HSPD1,-0.0961,0.1773,0.938249,0.712675,NS,Discordant (Cancer Down / TR Up),FALSE
BUB3,0.2499,0.0233,0.669856,0.997165,NS,Concordant Up,TRUE
ESYT2,0.1246,0.1478,0.918894,0.861567,NS,Concordant Up,TRUE
LCMT1,-0.1594,-0.113,0.883505,0.931974,NS,Concordant Down,TRUE
SCRN3,-0.2349,0.0371,0.808475,0.99513,NS,Discordant (Cancer Down / TR Up),TRUE
CCT2,0.2639,-0.0079,0.481393,0.999553,NS,Discordant (Cancer Up / TR Down),FALSE
FDX1,0.1503,-0.1207,0.937488,0.962336,NS,Discordant (Cancer Up / TR Down),TRUE
MAT2A,-0.2408,0.0301,0.61564700000000006,0.993937,NS,Discordant (Cancer Down / TR Up),FALSE
RPL13,0.0168,0.2536,0.999056,0.67579,NS,Concordant Up,FALSE
TATDN1,0.0301,-0.2401,0.996277,0.656634,NS,Discordant (Cancer Up / TR Down),TRUE
TSG101,-0.1697,-0.1004,0.830555,0.934063,NS,Concordant Down,TRUE
ACSS1,-0.1791,-0.0907,0.851242,0.959947,NS,Concordant Down,TRUE
SND1,0.2405,-0.0293,0.659306,0.995219,NS,Discordant (Cancer Up / TR Down),TRUE
ACSS2,-0.0621,-0.2067,0.978472,0.655452,NS,Concordant Down,FALSE
DCTPP1,-0.0506,-0.2181,0.993778,0.837227,NS,Concordant Down,TRUE
FLNB,-0.1986,0.0699,0.827344,0.976171,NS,Discordant (Cancer Down / TR Up),FALSE
PHYKPL,0.1801,-0.0883,0.811236,0.951483,NS,Discordant (Cancer Up / TR Down),TRUE
COPS6,-0.1209,-0.1471,0.90374,0.814892,NS,Concordant Down,TRUE
NUDCD2,0.2039,0.0639,0.820367,0.980533,NS,Concordant Up,FALSE
DCTN4,-0.2399,0.0279,0.656466,0.995562,NS,Discordant (Cancer Down / TR Up),TRUE
RDX,-0.2017,0.0658,0.752827,0.971179,NS,Discordant (Cancer Down / TR Up),FALSE
HP1BP3,-0.0605,-0.2063,0.988011,0.81702,NS,Concordant Down,TRUE
HSD17B12,0.1921,-0.0743,0.806564,0.967641,NS,Discordant (Cancer Up / TR Down),FALSE
ALDOA,0.2105,0.0558,0.507986,0.961629,NS,Concordant Up,FALSE
ASS1,-0.0071,-0.2591,0.999868,0.740078,NS,Concordant Down,FALSE
SKP1,0.25,-0.016,0.673842,0.998683,NS,Discordant (Cancer Up / TR Down),FALSE
EIF4H,-0.1556,0.1102,0.805736,0.881736,NS,Discordant (Cancer Down / TR Up),FALSE
TXNL1,0.1487,-0.1166,0.812549,0.857932,NS,Discordant (Cancer Up / TR Down),FALSE
PABPC1,-0.1267,0.1383,0.841722,0.757328,NS,Discordant (Cancer Down / TR Up),FALSE
HNRNPA0,-0.1344,0.1303,0.961281,0.938555,NS,Discordant (Cancer Down / TR Up),TRUE
PSMD11,-0.2428,-0.0213,0.487004,0.996079,NS,Concordant Down,FALSE
PTCD3,0.0295,-0.2345,0.99811,0.872806,NS,Discordant (Cancer Up / TR Down),TRUE
NPEPPS,-0.2149,-0.0487,0.670629,0.982196,NS,Concordant Down,FALSE
SNRPE,0.2049,-0.0582,0.839949,0.987635,NS,Discordant (Cancer Up / TR Down),TRUE
VPS13C,-0.1463,-0.1167,0.872691,0.920685,NS,Concordant Down,TRUE
PCNA,0.1047,-0.1579,0.964822,0.92757,NS,Discordant (Cancer Up / TR Down),TRUE
PSMA5,0.1968,-0.0655,0.717231,0.965651,NS,Discordant (Cancer Up / TR Down),FALSE
MRPS23,-0.1052,-0.1569,0.963195,0.904467,NS,Concordant Down,TRUE
ETFA,-0.1392,0.1226,0.88331,0.887212,NS,Discordant (Cancer Down / TR Up),FALSE
PIN4,-0.0349,-0.2264,0.995267,0.704892,NS,Concordant Down,TRUE
THAP4,0.126,-0.1352,0.962256,0.950655,NS,Discordant (Cancer Up / TR Down),TRUE
RPS20,0.2329,0.0274,0.740476,0.996337,NS,Concordant Up,FALSE
RPL35A,0.0973,0.163,0.962538,0.885847,NS,Concordant Up,TRUE
COPS8,-0.2074,-0.0526,0.688756,0.978777,NS,Concordant Down,FALSE
HARS2,-0.084,-0.1747,0.985972,0.933089,NS,Concordant Down,TRUE
NDUFA5,-0.2257,0.0329,0.77677,0.995092,NS,Discordant (Cancer Down / TR Up),FALSE
LAP3,0.1268,-0.1306,0.917338,0.888706,NS,Discordant (Cancer Up / TR Down),FALSE
NUDT16,0.1396,-0.1173,0.904835,0.920042,NS,Discordant (Cancer Up / TR Down),TRUE
CHCHD4,-0.1404,-0.1155,0.931767,0.947347,NS,Concordant Down,TRUE
PDLIM5,-0.0439,0.2119,0.995314,0.846078,NS,Discordant (Cancer Down / TR Up),FALSE
WDR77,-0.152,-0.1037,0.852814,0.917734,NS,Concordant Down,FALSE
LSM2,0.0846,0.1706,0.96728,0.820225,NS,Concordant Up,TRUE
SETD7,-0.1764,0.0784,0.826409,0.961257,NS,Discordant (Cancer Down / TR Up),TRUE
LAMTOR1,0.099,0.1554,0.945961,0.84074,NS,Concordant Up,TRUE
THOP1,-0.0394,-0.2142,0.991789,0.645775,NS,Concordant Down,TRUE
C9orf64,0.0352,-0.2179,0.992942,0.620466,NS,Discordant (Cancer Up / TR Down),TRUE
SYNC,-0.0014,-0.2512,0.999994,0.758185,NS,Concordant Down,TRUE
COMT,-0.2104,-0.0421,0.839237,0.993103,NS,Concordant Down,FALSE
TBCB,-0.1963,0.056,0.820963,0.984185,NS,Discordant (Cancer Down / TR Up),FALSE
NUDT3,-0.0804,-0.1719,0.963187,0.774859,NS,Concordant Down,TRUE
SRSF3,0.1623,0.0898,0.85829,0.95107,NS,Concordant Up,TRUE
TRMT112,-0.1913,-0.0607,0.775558,0.97735,NS,Concordant Down,TRUE
PHPT1,0.0551,-0.1967,0.985848,0.737205,NS,Discordant (Cancer Up / TR Down),FALSE
HSP90AA1,0.2295,-0.0222,0.621614,0.996503,NS,Discordant (Cancer Up / TR Down),FALSE
ALDH3A2,-0.1872,0.0644,0.797563,0.973681,NS,Discordant (Cancer Down / TR Up),FALSE
BSG,-0.1783,0.073,0.774523,0.957763,NS,Discordant (Cancer Down / TR Up),FALSE
SUCLG2,-0.1763,0.0748,0.871305,0.97369000000000006,NS,Discordant (Cancer Down / TR Up),FALSE
ADSS2,-0.2197,0.0313,0.854264,0.996835,NS,Discordant (Cancer Down / TR Up),FALSE
GGPS1,0.0985,-0.1524,0.974268,0.94245,NS,Discordant (Cancer Up / TR Down),TRUE
UBE4A,-0.0843,-0.1665,0.971639,0.896217,NS,Concordant Down,TRUE
MAPRE2,-0.1968,-0.0534,0.827364,0.986567,NS,Concordant Down,TRUE
EIF4E,0.0674,-0.1826,0.967616,0.657438,NS,Discordant (Cancer Up / TR Down),FALSE
TBC1D4,-0.1495,-0.0994,0.84569,0.933444,NS,Concordant Down,TRUE
HSPB1,-0.043,0.2058,0.991043,0.693256,NS,Discordant (Cancer Down / TR Up),FALSE
VTA1,-0.1953,0.053,0.783899,0.983549,NS,Discordant (Cancer Down / TR Up),TRUE
SMAP1,0.0993,0.1488,0.957608,0.917269,NS,Concordant Up,TRUE
SEC13,-0.093,0.1547,0.959258,0.870772,NS,Discordant (Cancer Down / TR Up),TRUE
PEPD,0.2012,0.0446,0.728646,0.986097,NS,Concordant Up,FALSE
MYL2,0.0051,-0.2405,0.999936,0.790154,NS,Discordant (Cancer Up / TR Down),TRUE
CFL2,-0.2387,-0.0062,0.672403,0.999792,NS,Concordant Down,FALSE
PHYHD1,0.0299,-0.2133,0.998328,0.902392,NS,Discordant (Cancer Up / TR Down),TRUE
CLTB,0.0579,0.1852,0.985299,0.790082,NS,Concordant Up,TRUE
PFDN5,-0.1926,-0.0502,0.757435,0.98259,NS,Concordant Down,FALSE
PSMA1,-0.1838,-0.0589,0.70635,0.967462,NS,Concordant Down,FALSE
SMPX,-0.1218,-0.1205,0.958954,0.953501,NS,Concordant Down,TRUE
RPN1,0.224,0.0175,0.599694,0.997635,NS,Concordant Up,FALSE
SNRPD2,-0.2394,4e-4,0.726709,0.999999,NS,Discordant (Cancer Down / TR Up),TRUE
CCT7,0.211,0.0282,0.584601,0.992656,NS,Concordant Up,FALSE
IPO5,-0.1958,-0.0432,0.681643,0.984002,NS,Concordant Down,FALSE
MACROD1,-0.2361,0.0014,0.722349,0.99999,NS,Discordant (Cancer Down / TR Up),TRUE
RPS3A,-0.1942,-0.043,0.676827,0.983659,NS,Concordant Down,FALSE
ATP6V1A,0.1852,-0.0519,0.747616,0.978934,NS,Discordant (Cancer Up / TR Down),FALSE
RMDN1,-0.2054,-0.0311,0.797796,0.995372,NS,Concordant Down,TRUE
NDUFC2,-0.0201,-0.2163,0.998467,0.740204,NS,Concordant Down,TRUE
STK38,-0.2035,0.0323,0.83339,0.997034,NS,Discordant (Cancer Down / TR Up),TRUE
CAB39,-0.2205,0.0148,0.75038,0.998898,NS,Discordant (Cancer Down / TR Up),TRUE
RPA3,-0.1505,-0.0844,0.924948,0.975681,NS,Concordant Down,TRUE
PSMB7,0.1182,-0.1164,0.93959,0.92627,NS,Discordant (Cancer Up / TR Down),FALSE
CBX3,-0.1654,-0.068,0.88705,0.981135,NS,Concordant Down,TRUE
HNRNPU,-0.0651,0.1682,0.974966,0.758918,NS,Discordant (Cancer Down / TR Up),FALSE
QDPR,0.0725,-0.1604,0.95658,0.696585,NS,Discordant (Cancer Up / TR Down),FALSE
